job_title,company,location,salary,country
Rating Analyst - ABS Cash Flow,S&P Global,"Remote in Toronto, ON","$46,200 - $75,000 a year",Canada
Market Data Operation and Engineering Analyst,Royal Bank of Canada,"Toronto, ON",,Canada
"newAnalyst, Heath Analytics",Ontario Health,"Toronto, ON",,Canada
newDNA PRODUCT LINE ANALYST,Johnson & Johnson,"Toronto, ON",,Canada
Master Data Analyst,Alstom,"Brampton, ON",,Canada
newData Analyst,Levio,"Montréal, QC",,Canada
SUPPLY CHAIN ANALYST,Johnson & Johnson,"Guelph, ON",,Canada
newMember Records and Fees Analyst,BC Teachers’ Federation,"Vancouver, BC","$55,201 - $65,163 a year",Canada
newSenior Data Analyst,Trupanion,"Remote in Vancouver, BC+7 locations",,Canada
Data Analyst,Backstage,"Hybrid remote in Mississauga, ON",,Canada
IT Business Analyst,Right to Play,"Toronto, ON","$67,000 - $73,000 a year",Canada
Business Analyst - DW/ETL,Capgemini,"Remote in Toronto, ON",,Canada
Market Data Analyst/Specialist,Confluence Technologies Inc.,"Montréal, QC",,Canada
RES 0 24R - Marketing Data Analyst***AMENDED CLOSE DATE***,BC Public Service,"Vancouver, BC","$66,558 - $75,884 a year",Canada
computer systems business analyst,Tiger Analytics Inc.,"Remote in Toronto, ON","$130,000 - $190,000 a year",Canada
newData Quality Analyst Centre for Depression and Sui,St Michael's hospital,"Toronto, ON",,Canada
data analyst - informatics and systems,Sudbury District Nurse Practitioner Clinics,"Greater Sudbury, ON",$44 an hour,Canada
newUser Research Analyst,Ubisoft,"Quebec City, QC",,Canada
newSAP Data Analyst,Cenovus Energy,"Lloydminster, SK",,Canada
Data Analyst- HR Information Systems,Irving Business Services,"Fredericton, NB",,Canada
Utility Data Analyst,Peel District School Board,"Mississauga, ON","$62,137 - $77,673 a year",Canada
newBusiness Analyst,The Workers' Compensation Board,"Hybrid remote in Edmonton, AB","$73,500 a year",Canada
Analyst,University of Waterloo,"Waterloo, ON",,Canada
ETL/BI Analyst,Morgan Stanley,"Montréal, QC",,Canada
"Senior Data Analyst, Product",PlushCare,"Remote in Vancouver, BC",,Canada
Real Estate Market Analyst,Altus Group,"Halifax, NS",,Canada
newSystems Analyst – PeopleSoft,Grant MacEwan University,"Hybrid remote in Edmonton, AB","$67,540 - $98,244 a year",Canada
newCST Business Support Analyst,Vancouver Coastal Health,"Vancouver, BC",$33.35 - $47.94 an hour,Canada
Data Analyst,Capgemini,"Toronto, ON",,Canada
"newAnalyst, Engineering V&V",General Dynamics Missions Systems-Canada,"Ottawa, ON",,Canada
Product Data Analyst,Perpetua Labs,"Remote in Toronto, ON",,Canada
Data Analyst,Swiss Re,"Toronto, ON",,Canada
Senior Data/Report Analyst,Government of Saskatchewan,"Regina, SK",$42.52 - $51.74 an hour,Canada
Business Intelligence Specialist,Canadian Security Intelligence Service,"Ottawa, ON","$84,050 - $102,250 a year",Canada
Sr. Data Science Analyst,University Health Network,"Toronto, ON","$71,195 - $88,998 a year",Canada
database analyst,Unisystech Consulting inc.,"North York, ON","$80,000 - $90,000 a year",Canada
Data Analyst,McCain Foods (Canada),"Florenceville-Bristol, NB",,Canada
"newManager, Business Analyst - Customer Insights Data & Analyti...",Scotiabank,"Toronto, ON",,Canada
newBusiness Analyst,Brookfield Renewable,"Gatineau, QC",,Canada
Business + Data Analyst,Kitchen Hub,"Toronto, ON",,Canada
Policy Analyst,City of Regina,"Regina, SK",$36.71 - $45.90 an hour,Canada
newBI & Reporting Analyst III,TD Bank,"Toronto, ON",,Canada
Cyber fraud analyst,Ubisoft,"Montréal, QC",,Canada
Strategic Planning and Information Analyst #507,Victoria Cool Aid Society,"Victoria, BC",$30.24 - $32.69 an hour,Canada
Business Analyst,Simon Fraser University,"Burnaby, BC","$69,903 - $83,473 a year",Canada
computer systems analyst,Newlink.Ca Inc,"Markham, ON",$45 an hour,Canada
newAssociate Analyst 3 - Toronto,Moody's,"Toronto, ON",,Canada
Data Analyst,CBRE,"Victoria, BC",,Canada
newBusiness Analyst,"Sun Pharmaceutical Industries, Inc.","Brampton, ON",,Canada
"Senior Analyst, Data Management - IT",Johnson & Johnson,"Markham, ON",,Canada
database analyst,Analyst Technical Solutions Ltd,"Surrey, BC",$38 an hour,Canada
Junior Clinical Trials Data Analyst (Hybrid),IQVIA,"Ottawa, ON",,Canada
Data Analyst,Stewart Title Guaranty Company,"Toronto, ON",,Canada
Energy Data Analyst,Town of Oakville,"Oakville, ON",$24.03 an hour,Canada
newPhysical Security Analyst,BMO Financial Group,"Toronto, ON",,Canada
"Analyst, Data Science",Loblaw Companies Limited,"Brampton, ON",,Canada
newPricing Analyst,Staples Canada,"Richmond Hill, ON+1 location",,Canada
Jnr Business System Analyst,State Street,"Toronto, ON",,Canada
Data Analyst,Tikinagan Child & Family Services,"Sioux Lookout, ON",,Canada
"Analyst, Data Solutions (Toronto)",StackAdapt,Canada,,Canada
ETL Developer - Business Intelligence,Western Financial Group,"Remote in Okotoks, AB",,Canada
"newTeam Lead, Business Analyst",NAV Canada,"Remote in Ottawa, ON","$107,693 - $132,575 a year",Canada
newBMO Capital Markets Summer 2023 Global Markets Quantitative...,BMO Financial Group,"Toronto, ON",,Canada
newSensor Data Analyst,Wood Plc,"St. John's, NL",,Canada
Data Analyst,Unity Technologies,"Remote in Toronto, ON",,Canada
Data Analyst (3-6 Month Contract),Mircom Technologies,"Vaughan, ON",,Canada
newFOREST ANALYST INTERN,"Ministry of Northern Development, Mines, Natural...","Thunder Bay, ON","$1,043 - $1,252 a week",Canada
marketing analyst,Grewal Immigration Services Ltd.,"Edmonton, AB","$1,443 a week",Canada
Data Analyst – Team Lead,Ledcor,"Vancouver, BC+1 location",,Canada
Data Analyst & Business Intelligence – Bombardier Defense,Bombardier,"Toronto, ON+1 location",,Canada
"Senior Analyst, Fraud Data Analytics (remote/hybrid)",Central 1 Credit Union,"Remote in Vancouver, BC","$82,000 - $123,000 a year",Canada
newSenior Business Analyst,Capgemini,"Toronto, ON",,Canada
newDigital Health Analyst,Spectrum Health Care,"Toronto, ON",,Canada
newBusiness Systems Analyst,ICBC,"North Vancouver, BC+1 location",,Canada
"Data Analyst, Operations and Investigations (NEW or RECENT G...",BMO Financial Group,"Toronto, ON",,Canada
Lab Clinical Data Analyst,IQVIA,Remote,,Canada
Data Analyst,K+S Potash Canada,"Saskatoon, SK",,Canada
"Intermediate Business Analyst, Data and Analytics",Home Trust Company,"Toronto, ON",,Canada
Senior Data Analyst,Kognitiv Corporation,"Toronto, ON",,Canada
Research Officer/Policy Analyst,Government of Saskatchewan,"Regina, SK",$28.12 - $35.24 an hour,Canada
newRemarketing Pricing Analyst,Nissan,"Mississauga, ON",,Canada
Business Analyst/ Consultant,Deloitte,"Toronto, ON",,Canada
"Sr Data Analyst, Data Engineering",Loblaw Companies Limited,"Brampton, ON+2 locations",,Canada
"Analyst, Data Management",Spin Master Ltd,"Toronto, ON",,Canada
newCrime Analyst,LCBO,"Toronto, ON",,Canada
newBusiness Intelligence Analyst,Ornge,"Mississauga, ON",,Canada
newSenior Associate Data Analyst -Monetization (Google Ad Manag...,Publicis Sapient,"Toronto, ON",,Canada
Technology Analyst (DiscoverIT Program),Synoptek,"Saint John, NB",,Canada
"Associate, Business Analyst",Capital One,"Hybrid remote in Toronto, ON",,Canada
Master Data Mgmt Analyst,Husky Injection Molding,"Bolton, ON",,Canada
"Analyst, Business Intelligence",L3Harris Technologies,"Mirabel, QC",,Canada
Business analyst,Unisys,"Halifax, NS",,Canada
newGBM Onboarding Analyst - Fall 2022 Internship,Scotiabank,"Toronto, ON",,Canada
newBI Business Analyst,Manulife,"Toronto, ON",,Canada
newSenior Data Analyst (Implementation Google and Adobe),Publicis Sapient,"Toronto, ON",,Canada
Senior Business Analyst,Government of Saskatchewan,"Regina, SK",$37.43 - $46.91 an hour,Canada
Senior Data Analyst,Wave,"Toronto, ON",,Canada
"Data Analyst, Business Intelligence (Toronto)",StackAdapt,Canada,,Canada
"newAnalyst, BSC Logistics Materials",Anheuser-Busch,"Toronto, ON",,Canada
Data Analyst,Xylem,"Temporarily Remote in Mississauga, ON",,Canada
newPremium Payables Analyst,HUB International,"Chilliwack, BC",,Canada
newInfo Analyst Addiction and Mental Health,Alberta Health Services,"Calgary, AB",,Canada
Distribution Data Analyst (12 Month Contract),The Estée Lauder Companies,"North York, ON+1 location",,Canada
Data Analyst,Mobility Quotient Solutions,"Calgary, AB",,Canada
"Analyste, entrée de données / Data Operations Analyst",Equifax,"Remote in Montréal, QC",,Canada
Loyalty Data Analyst,Lululemon,"Vancouver, BC",,Canada
Business Analyst,CAPREIT,"Toronto, ON",,Canada
Data Visualization Specialist,Definity,"Hybrid remote in Vancouver, BC+2 locations",,Canada
Business Analyst,Accenture,"Vancouver, BC+3 locations",,Canada
newSenior Data Analyst,National Bank of Canada,"Montréal, QC",,Canada
data warehouse analyst,VISAY TECHNOLOGIES INC,"Edmonton, AB",$42.05 an hour,Canada
Data & Analytics - Senior Data Analyst,Aritzia,"Vancouver, BC",,Canada
"Data Analyst, Product Management",Geotab,"Remote in Oakville, ON",,Canada
technical support analyst - systems,Valiantys Inc.,"Remote in Etobicoke, ON",$37.21 an hour,Canada
Systems Analyst,HarperCollins Publishers,"Remote in Toronto, ON",,Canada
newSupply Chain Analyst,Yamaha Motor Canada,"Remote in Toronto, ON",,Canada
Data Analyst,SYNNEX Corporation,"Toronto, ON",,Canada
analyst - market research,"Paradigm Sample Holdings Canada,ULC","Toronto, ON",$37 an hour,Canada
newKnowledge Management & Translation Analyst,University Health Network,"Toronto, ON",,Canada
data analyst - informatics and systems,Methodhub Canada,"Remote in Mississauga, ON","$90,000 - $110,000 a year",Canada
"Data Analyst, Finance",CryptoKitties,"Vancouver, BC",,Canada
Planning Information Analyst,Halifax Regional Municipality,"Halifax, NS",$33.08 an hour,Canada
Sr. Data Analyst,Fusion Analytics,Canada,,Canada
marketing analyst,Grizzly Trucks,"Edmonton, AB",$50 an hour,Canada
Data Visualization & Reporting Specialist,BC Maritime Employers Association,"Vancouver, BC",,Canada
Senior Data Support Analyst - Market Risk,Bank of America,"Toronto, ON",,Canada
Product Data Analyst,Numerator,Remote in Canada,,Canada
newRES O 21R - Health Information Analyst,BC Public Service,"Victoria, BC",,Canada
"newAnalyst, Operational Improvement & Business Initiatives",Manulife,"Toronto, ON",,Canada
Performance Analyst,BMO Financial Group,"Toronto, ON",,Canada
DA Receipt Quality Analyst,NielsenIQ,"Markham, ON",,Canada
Business Analyst with Sentry experience,Luxoft,Remote,,Canada
IT Business Analyst,Manitoba Institute of Trades and Technology,"Winnipeg, MB","$69,292 - $93,749 a year",Canada
Data Analyst // Analyste(e) des données,Triton Digital Canada Inc.,"Montréal, QC+1 location",,Canada
newBusiness & Workforce Management Analyst,City of Regina,"Regina, SK",$33.71 - $42.24 an hour,Canada
network support analyst,ESTI,"Saskatoon, SK","$60,000 - $100,000 a year",Canada
newBusiness Analyst,Canadian Tire Corporation,"Oakville, ON+1 location",,Canada
"analyst, computer",Dempton Solutions Technologiques,"Remote in Montréal, QC","$75,000 - $145,000 a year",Canada
"newSenior Analyst, Trade Support (End of Day)",CPP Investments,"Toronto, ON",,Canada
newFall 2022 Co-op: Data Experience & Business Analyst,Rogers Communications,"Brampton, ON",,Canada
Data Analyst - Energy,ICF,"Ottawa, ON",,Canada
marketing analyst,Dr. Kiarash Gharabaghi Dentistry Professional...,"Woodbridge, ON",$36 an hour,Canada
Business Intelligence Analyst,Luxoft,Remote,,Canada
"Business Data Analyst - Life Sciences & Healthcare, Omnia AI",Deloitte,Ontario,,Canada
Business Intel Analyst - Maskatel,Bell Canada,"Remote in Saint-Hyacinthe, QC",,Canada
newData Analyst,Desjardins,"Hybrid remote in Montréal, QC",,Canada
"Data Analyst, Personalized Customer Incentives",Canadian Tire Corporation,"Toronto, ON",,Canada
Master Data Analyst (CONTRACT) [#3970],Alteo,"Remote in Montréal, QC",,Canada
newWRPS Business Analyst,Waterloo Regional Police Service,"Cambridge, ON",$39.02 an hour,Canada
Data Analyst COVCARES-AB,University of Alberta,"Temporarily Remote in Edmonton, AB","$62,877 - $87,627 a year",Canada
Data Analyst (Analytics Platform),Ford Motor Company,"Waterloo, ON",,Canada
newSenior Workforce Analyst - Lower Mainland and Vancouver Isla...,E-Comm 9-1-1,"Vancouver, BC","$88,595 - $104,736 a year",Canada
Sr Data Analyst - DRE,Electronic Arts,"Vancouver, BC",,Canada
Master Data Analyst,FMC Corporation,"Calgary, AB",,Canada
"Data Analyst, Finance",Dapper Labs,Remote,,Canada
Business Analyst,CBI Health,"Toronto, ON",,Canada
Agile Business Analyst (Remote),Cognizant Microsoft Business Group,"Remote in Toronto, ON",,Canada
newSecurity Analyst,Groupe Dynamite Inc.,"Mont-royal, QC",,Canada
Physical Security Analyst (New Grad) Summer 2022 start,BMO Financial Group,"Montréal, QC",,Canada
newBusiness Analyst,Foxquilt,"Hybrid remote in Toronto, ON",,Canada
newSenior Data Analyst – Remote,League Inc,Remote in Ontario+1 location,,Canada
"Data Analyst, Inventory Partnerships (Toronto)",StackAdapt,Canada,,Canada
newBusiness Analyst - 1 Year Contract,Scotiabank,"Toronto, ON",,Canada
Data Insight Analyst,Red River Mutual,"Winnipeg, MB",,Canada
Senior Data Analyst (IAM) (GCS),Royal Bank of Canada,"Toronto, ON",,Canada
Marketing Data Analyst,Destination British Columbia,"Vancouver, BC","$66,558 - $75,884 a year",Canada
"Functional Analyst, BI & Analytics",TransLink,"Metro Vancouver Regional District, BC","$7,044 a month",Canada
Data Governance Analyst,CryptoKitties,"Vancouver, BC",,Canada
Digital Business Analyst,Laura Canada,"Laval, QC",,Canada
"Data Visualization Consultant, Omnia AI",Deloitte,"Toronto, ON",,Canada
newSenior Business Analyst,Fraser Health,"Surrey, BC",,Canada
Data Management Analyst,Coast Capital Savings,"Hybrid remote in Surrey, BC",,Canada
Financial & Data Analyst Fall 2022 Student,Royal Bank of Canada,"Toronto, ON",,Canada
STO 21R - Geospatial Analyst,BC Public Service,"Vernon, BC",,Canada
newOperations Intelligence Data Analyst Sr,The Mosaic Company,"Remote in Regina, SK",,Canada
DATA ANALYST,Bureau Veritas,"Mississauga, ON",,Canada
"Analyst, Data & Analytics Access Mgmt.",BMO Financial Group,"Toronto, ON",,Canada
newBUSINESS ANALYST CITY CLERKS OFFICE,City of Toronto,"Toronto, ON","$88,980 - $104,541 a year",Canada
Business Analyst,AstraZeneca,"Toronto, ON",,Canada
newAnalyst,McGill University,"Montréal, QC",,Canada
"newAnalyst, FX Confirmations",Scotiabank,"Toronto, ON",,Canada
"Analyst, CRM Support & Operations (18-month contract)",Deloitte,Canada,,Canada
newSTO 21R - GIS Analyst,BC Public Service,"Campbell River, BC+1 location",,Canada
"newGBP Analyst, Strategic Pricing - Fall 2022 Internship",Scotiabank,"Toronto, ON",,Canada
22-059e - Business Analyst (Full Time),City of Port Coquitlam,"Port Coquitlam, BC","$75,000 a year",Canada
Routing & Scheduling Analyst,City of Regina,"Regina, SK",$36.71 - $45.90 an hour,Canada
Data Governance Analyst,Home Trust Company,"Toronto, ON",,Canada
"newLead Business Analyst, Technology & Data Delivery",CPP Investments,"Toronto, ON",,Canada
newBusiness Systems Analyst,Mariner Innovations,"Saint John, NB+6 locations",,Canada
Data Analyst,Government of New Brunswick,"Fredericton, NB","$52,936 - $74,048 a year",Canada
"newBusiness Operations Analyst I, AWS Commerce Platform Busines...",Amazon Dev Centre Canada ULC,"Vancouver, BC",,Canada
IT Quality Intermediate Analyst,Citi,"Mississauga, ON",,Canada
Data Analyst,Coastal Community Credit Union,"Nanaimo, BC",,Canada
newBusiness Systems Analyst (Healthcare Applications),Jonah Group,"Toronto, ON",,Canada
newBusiness Analyst,Innovapost,"Ottawa, ON",,Canada
newBusiness Systems Analyst - Summer Student,City of Regina,"Regina, SK",$25.35 an hour,Canada
Business Analyst [#3938],Alteo,"Remote in Montréal, QC","$100,000 - $120,000 a year",Canada
Technical Business Analyst,Fusemachines,"Toronto, ON",,Canada
newAnalyst - Business,EECOL,"Calgary, AB",,Canada
Business Support Technical Analyst (CAD) - AMENDMENT,City of Calgary,"Calgary, AB",$38.14 - $50.98 an hour,Canada
Business Systems Analyst,District of North Vancouver,"North Vancouver, BC",$44.78 - $52.91 an hour,Canada
newBusiness Analyst / Analyste d’affaires bilingue,CBI Health,"Quebec City, QC",,Canada
Data Analyst – NAV Recon,"Connor, Clark & Lunn Financial Group","Remote in Vancouver, BC",,Canada
information systems business analyst,Paliwal Technologies INC,"Remote in Mississauga, ON",$41.50 - $45.00 an hour,Canada
"newData Governance Business Analyst, VP",Citi,"Mississauga, ON",,Canada
computer systems analyst,CIT Corp,"Concord, ON",$40 an hour,Canada
newRES O 24R - Senior Data Analyst,BC Public Service,"Victoria, BC",,Canada
newSupply Chain Data Analyst,ATS Automation Tooling Systems Inc.,"Cambridge, ON",,Canada
Business Analyst 3,FortisBC,"Trail, BC",$42.91 an hour,Canada
newIT (information technology) business analyst,Clovda Technologies,"Calgary, AB",$48.72 an hour,Canada
marketing analyst,Hire Hub Placement Agency,"Edmonton, AB",$48.08 an hour,Canada
newNetwork Analyst (IP & WAN),Northwestel Inc.,"Yellowknife, NT",,Canada
"newSenior Analyst, Data Analytics",ArcelorMittal Dofasco,"Hamilton, ON",,Canada
information systems business analyst,Ginqo Consulting Ltd,"Remote in Vancouver, BC+1 location","$80,000 - $90,000 a year",Canada
"Analyst, Economic Advisory",EY,"Toronto, ON",,Canada
Senior Data Analyst,Mueller Water Products,"Toronto, ON",,Canada
Data Analyst - Brother Emerging Talent Associate,Brother Canada,"Dollard-Des Ormeaux, QC",,Canada
"newSenior Analyst, Implementation",Ontario Health,Ontario,,Canada
Information Systems Analyst,University of Waterloo,"Waterloo, ON",,Canada
"newAutomation QA Analyst, Scrum Team",Bank of Canada,"Remote in Ottawa, ON",,Canada
"newSenior Analyst, Clinical Analytics",Ontario Health,"Toronto, ON",,Canada
database analyst,Delbridge Solutions Inc.,"Remote in Concord, ON","$62,800 a year",Canada
"newBusiness Intelligence Engineer, Promise","AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC+17 locations",,Canada
Inventory Control Analyst,T&T Supermarket,"Richmond, BC",,Canada
Technical Business Analyst - New College Grad - Toronto,"Guidewire Software, Inc.","Toronto, ON",,Canada
